Age_Group,Gender,Department,Job_Level,Tenure,Work_Arrangement,Employment_Type,Training_Recency,Role_Specific_Training,Self_Rated_Knowledge,Phishing_Score,Phishing_Pass,Password_Change_Freq,MFA_Use,Personal_Device_Use,Report_Suspicious_Email,Admin_Privileges,Security_Culture_Perception,Stress_Level,Time_Pressure,IT_Support_Confidence,Incidents_Caused_Category,Incidents_Raw_Count,Security_Behavior_Tags
45-54,Male,Operations,Manager,5-10 yrs,On-site,Permanent,6-12 mo,Yes,4,58,No,Rarely,Never,Sometimes,Sometimes,No,3,4,5,4,2-3,2,Personal_Device_Use
35-44,Female,HR,Entry,5-10 yrs,On-site,Permanent,6-12 mo,No,3,42,No,Never,Always,Rarely,Sometimes,No,3,4,3,1,0,0,Uses_MFA
45-54,Female,Marketing,Entry,1-3 yrs,On-site,Permanent,6-12 mo,Yes,4,70,Yes,Often,Always,Rarely,Sometimes,Yes,2,3,3,3,1,1,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Female,IT,Entry,< 1 yr,Fully Remote,Permanent,3-6 mo,No,5,90,Yes,Sometimes,Always,Always,Sometimes,No,4,3,4,4,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
35-44,Female,Other,Manager,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,3,56,No,Rarely,Always,Often,Often,Yes,3,3,5,5,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
55+,Male,Sales,Entry,1-3 yrs,Hybrid,Permanent,3-6 mo,Yes,2,33,No,Never,Sometimes,Sometimes,Always,No,4,3,5,1,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Non-binary,Marketing,Entry,3-5 yrs,On-site,Permanent,3-6 mo,Yes,3,79,Yes,Rarely,Always,Sometimes,Always,No,2,3,3,2,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,Finance,Intermediate,3-5 yrs,Hybrid,Intern,> 12 mo,Yes,3,46,No,Rarely,Always,Sometimes,Never,No,2,4,3,5,1,1,"Uses_MFA,Personal_Device_Use"
18-24,Male,R&D,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,Yes,3,37,No,Often,Always,Often,Always,No,4,2,5,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
45-54,Prefer not to say,Marketing,Intermediate,5-10 yrs,Hybrid,Permanent,3-6 mo,No,4,47,No,Never,Always,Sometimes,Always,No,4,3,4,2,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,IT,Manager,> 10 yrs,Hybrid,Permanent,3-6 mo,Yes,2,36,No,Sometimes,Never,Always,Rarely,No,2,2,3,4,>3,4,Personal_Device_Use
25-34,Prefer not to say,Sales,Intermediate,> 10 yrs,On-site,Permanent,3-6 mo,Yes,5,85,Yes,Always,Always,Rarely,Sometimes,Yes,4,3,4,3,0,0,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Male,Sales,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,No,2,59,No,Always,Always,Rarely,Rarely,No,3,3,2,3,1,1,"Uses_MFA,Early_Password_Change"
25-34,Male,IT,Entry,< 1 yr,Hybrid,Permanent,< 3 months,Yes,3,60,Yes,Always,Sometimes,Sometimes,Often,No,4,5,4,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Female,IT,Director,3-5 yrs,Hybrid,Contractor,6-12 mo,Yes,4,83,Yes,Often,Always,Often,Always,No,2,4,4,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,HR,Entry,1-3 yrs,On-site,Permanent,> 12 mo,No,3,57,No,Sometimes,Always,Often,Never,No,3,3,3,5,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Male,HR,Manager,5-10 yrs,On-site,Permanent,< 3 months,Yes,3,76,Yes,Always,Always,Rarely,Always,No,3,2,3,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Female,IT,Manager,3-5 yrs,Hybrid,Permanent,Never,Yes,4,59,No,Often,Always,Sometimes,Always,Yes,5,5,4,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Male,Sales,Intermediate,5-10 yrs,Fully Remote,Permanent,6-12 mo,Yes,2,46,No,Rarely,Always,Never,Always,No,2,4,3,3,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
25-34,Male,Finance,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,Yes,5,53,No,Rarely,Never,Often,Sometimes,No,4,3,3,4,0,0,Personal_Device_Use
35-44,Male,Other,Entry,< 1 yr,On-site,Contractor,< 3 months,Yes,3,71,Yes,Often,Always,Often,Sometimes,No,3,4,4,3,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Female,IT,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,5,77,Yes,Often,Always,Sometimes,Sometimes,No,4,4,5,5,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
45-54,Non-binary,IT,Intermediate,5-10 yrs,On-site,Permanent,< 3 months,Yes,4,64,Yes,Often,Always,Always,Always,Yes,4,5,3,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,Finance,Manager,3-5 yrs,On-site,Permanent,< 3 months,No,2,69,Yes,Sometimes,Sometimes,Sometimes,Often,No,3,2,3,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,R&D,Entry,< 1 yr,Fully Remote,Permanent,6-12 mo,No,3,82,Yes,Rarely,Sometimes,Sometimes,Always,No,4,3,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Marketing,Entry,< 1 yr,Hybrid,Permanent,6-12 mo,No,3,62,Yes,Rarely,Always,Rarely,Always,No,3,3,4,4,0,0,"Uses_MFA,Reports_Phishing"
55+,Female,Operations,Intermediate,3-5 yrs,Hybrid,Permanent,Never,Yes,4,74,Yes,Rarely,Always,Rarely,Always,No,4,3,1,3,0,0,"Uses_MFA,Reports_Phishing"
25-34,Female,Sales,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,4,59,No,Rarely,Always,Never,Never,Yes,3,5,4,4,1,1,"Uses_MFA,Admin_Priv"
25-34,Female,HR,Director,> 10 yrs,Fully Remote,Permanent,< 3 months,Yes,3,60,Yes,Sometimes,Never,Often,Often,No,3,2,4,4,2-3,2,"Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Non-binary,Other,Director,5-10 yrs,On-site,Intern,Never,Yes,4,59,No,Often,Never,Never,Rarely,Yes,4,3,3,3,2-3,2,"Early_Password_Change,Admin_Priv"
25-34,Female,Other,Entry,3-5 yrs,On-site,Permanent,6-12 mo,No,1,34,No,Often,Sometimes,Never,Always,Yes,3,4,5,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Admin_Priv"
18-24,Female,HR,Entry,1-3 yrs,Fully Remote,Contractor,3-6 mo,Yes,3,40,No,Rarely,Never,Often,Sometimes,Yes,5,5,5,3,>3,4,"Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Male,Finance,Entry,1-3 yrs,On-site,Permanent,6-12 mo,No,5,66,Yes,Always,Always,Never,Often,No,4,4,4,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Female,R&D,Intermediate,1-3 yrs,On-site,Permanent,> 12 mo,No,2,29,No,Rarely,Always,Rarely,Often,No,3,2,4,5,>3,5,"Uses_MFA,Reports_Phishing"
25-34,Non-binary,R&D,Entry,< 1 yr,Fully Remote,Permanent,3-6 mo,Yes,3,73,Yes,Never,Sometimes,Always,Always,No,4,3,4,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Operations,Manager,5-10 yrs,On-site,Intern,< 3 months,Yes,3,58,No,Often,Always,Often,Often,Yes,4,4,3,4,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Male,Marketing,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,4,54,No,Rarely,Always,Sometimes,Sometimes,Yes,3,5,5,4,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work,Admin_Priv"
25-34,Male,IT,Entry,1-3 yrs,Fully Remote,Contractor,6-12 mo,Yes,3,84,Yes,Always,Always,Sometimes,Sometimes,No,3,3,3,2,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
35-44,Male,Finance,Intermediate,3-5 yrs,On-site,Contractor,< 3 months,Yes,3,67,Yes,Sometimes,Always,Sometimes,Always,No,2,3,4,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
55+,Male,Operations,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,Yes,2,61,Yes,Always,Always,Often,Always,No,4,3,4,4,>3,12,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Female,Marketing,Entry,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,60,Yes,Sometimes,Always,Sometimes,Always,Yes,3,2,5,2,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Male,IT,Entry,< 1 yr,On-site,Permanent,< 3 months,No,1,73,Yes,Sometimes,Never,Sometimes,Often,Yes,5,1,4,5,2-3,3,"Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Female,IT,Intermediate,1-3 yrs,Fully Remote,Permanent,6-12 mo,Yes,3,56,No,Sometimes,Always,Often,Always,No,4,4,3,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Female,IT,Entry,< 1 yr,On-site,Permanent,6-12 mo,No,3,50,No,Often,Sometimes,Sometimes,Often,No,3,4,5,3,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Male,Sales,Entry,< 1 yr,Hybrid,Contractor,3-6 mo,Yes,3,66,Yes,Sometimes,Always,Sometimes,Never,No,3,4,2,3,0,0,"Uses_MFA,Personal_Device_Use"
35-44,Male,R&D,Entry,< 1 yr,On-site,Permanent,Never,Yes,5,59,No,Often,Always,Never,Rarely,Yes,5,3,3,4,1,1,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Male,Operations,Intermediate,3-5 yrs,On-site,Permanent,< 3 months,No,4,91,Yes,Always,Always,Often,Rarely,No,3,4,4,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
55+,Male,Sales,Entry,1-3 yrs,On-site,Permanent,3-6 mo,Yes,2,58,No,Sometimes,Always,Always,Rarely,No,3,3,4,5,1,1,"Uses_MFA,Personal_Device_Use"
55+,Female,Sales,Director,5-10 yrs,Fully Remote,Permanent,Never,Yes,5,42,No,Often,Always,Rarely,Often,No,5,3,4,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
25-34,Female,Sales,Manager,5-10 yrs,Fully Remote,Permanent,6-12 mo,No,2,65,Yes,Always,Sometimes,Rarely,Sometimes,No,5,5,4,3,2-3,3,"Uses_MFA,Early_Password_Change,Remote_Work"
25-34,Male,Operations,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,Yes,4,58,No,Sometimes,Sometimes,Often,Rarely,No,4,1,3,1,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Director,> 10 yrs,Fully Remote,Permanent,3-6 mo,Yes,3,46,No,Sometimes,Always,Rarely,Sometimes,No,4,3,3,2,>3,9,"Uses_MFA,Remote_Work"
25-34,Female,IT,Entry,< 1 yr,Hybrid,Permanent,Never,Yes,3,58,No,Sometimes,Always,Often,Often,No,2,3,4,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,IT,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,No,3,62,Yes,Often,Always,Often,Often,No,4,3,4,5,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Female,IT,Manager,> 10 yrs,Hybrid,Permanent,< 3 months,No,4,87,Yes,Always,Always,Often,Often,No,5,5,4,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
55+,Male,HR,Entry,3-5 yrs,On-site,Permanent,< 3 months,No,4,77,Yes,Sometimes,Always,Often,Never,No,5,5,3,2,2-3,3,"Uses_MFA,Personal_Device_Use"
25-34,Male,Operations,Director,5-10 yrs,On-site,Contractor,< 3 months,Yes,4,57,No,Sometimes,Always,Always,Never,No,5,4,3,5,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,IT,Director,> 10 yrs,On-site,Permanent,3-6 mo,Yes,1,64,Yes,Sometimes,Always,Often,Always,No,3,4,1,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
18-24,Male,Other,Manager,3-5 yrs,On-site,Permanent,3-6 mo,Yes,3,47,No,Sometimes,Always,Never,Always,No,3,2,3,2,0,0,"Uses_MFA,Reports_Phishing"
25-34,Male,Other,Director,5-10 yrs,Hybrid,Permanent,Never,No,4,48,No,Often,Always,Never,Rarely,No,4,2,5,2,1,1,"Uses_MFA,Early_Password_Change"
35-44,Female,Marketing,Entry,< 1 yr,Hybrid,Permanent,6-12 mo,Yes,4,83,Yes,Rarely,Always,Sometimes,Rarely,No,3,4,5,4,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Female,Sales,Entry,1-3 yrs,Hybrid,Contractor,< 3 months,Yes,3,75,Yes,Often,Always,Always,Always,No,3,2,2,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Sales,Manager,3-5 yrs,Fully Remote,Permanent,< 3 months,Yes,3,83,Yes,Always,Always,Rarely,Always,No,2,3,2,2,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
35-44,Male,IT,Director,> 10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,75,Yes,Sometimes,Always,Never,Always,No,5,3,3,3,0,0,"Uses_MFA,Reports_Phishing"
25-34,Male,Finance,Manager,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,3,70,Yes,Often,Always,Rarely,Sometimes,No,4,3,5,3,0,0,"Uses_MFA,Early_Password_Change"
25-34,Male,Operations,Intermediate,5-10 yrs,Hybrid,Permanent,> 12 mo,No,1,42,No,Always,Always,Never,Often,No,2,3,4,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Non-binary,Sales,Director,5-10 yrs,Fully Remote,Permanent,3-6 mo,Yes,2,57,No,Sometimes,Sometimes,Sometimes,Often,No,3,5,3,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,R&D,Director,> 10 yrs,On-site,Permanent,< 3 months,Yes,3,36,No,Sometimes,Always,Rarely,Often,Yes,4,5,3,4,0,0,"Uses_MFA,Reports_Phishing,Admin_Priv"
35-44,Female,Operations,Executive,3-5 yrs,On-site,Permanent,> 12 mo,Yes,3,60,Yes,Rarely,Always,Never,Never,No,1,3,2,5,1,1,Uses_MFA
25-34,Male,R&D,Entry,1-3 yrs,On-site,Permanent,> 12 mo,Yes,4,74,Yes,Always,Always,Never,Often,No,3,2,5,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Prefer not to say,HR,Manager,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,3,17,No,Always,Always,Sometimes,Often,Yes,3,4,5,1,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Female,HR,Intermediate,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,3,68,Yes,Often,Always,Rarely,Always,No,3,4,3,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Male,Finance,Manager,> 10 yrs,On-site,Permanent,3-6 mo,Yes,4,78,Yes,Never,Always,Often,Often,No,4,4,5,2,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Male,IT,Manager,5-10 yrs,On-site,Permanent,< 3 months,No,1,27,No,Always,Always,Never,Sometimes,No,3,3,3,3,1,1,"Uses_MFA,Early_Password_Change"
25-34,Female,R&D,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,Yes,3,41,No,Sometimes,Sometimes,Sometimes,Sometimes,No,4,4,5,3,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
45-54,Female,Operations,Intermediate,5-10 yrs,Hybrid,Permanent,> 12 mo,No,3,50,No,Rarely,Always,Often,Often,No,4,4,4,2,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Finance,Intermediate,> 10 yrs,Fully Remote,Contractor,> 12 mo,Yes,3,58,No,Sometimes,Always,Never,Often,No,2,3,5,3,1,1,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Female,IT,Intermediate,< 1 yr,On-site,Permanent,< 3 months,Yes,3,74,Yes,Always,Sometimes,Always,Often,Yes,5,4,5,3,>3,5,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Male,Finance,Entry,3-5 yrs,Hybrid,Permanent,6-12 mo,Yes,2,55,No,Sometimes,Always,Sometimes,Often,Yes,4,4,5,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Non-binary,Marketing,Intermediate,> 10 yrs,Hybrid,Permanent,3-6 mo,Yes,4,74,Yes,Sometimes,Always,Often,Often,Yes,2,4,3,5,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,HR,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,Yes,4,76,Yes,Rarely,Sometimes,Often,Always,No,1,4,3,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
55+,Female,HR,Director,> 10 yrs,Hybrid,Permanent,3-6 mo,Yes,2,70,Yes,Rarely,Always,Sometimes,Sometimes,No,2,4,4,4,0,0,"Uses_MFA,Personal_Device_Use"
18-24,Male,Marketing,Intermediate,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,3,34,No,Rarely,Always,Never,Rarely,No,3,4,1,3,0,0,Uses_MFA
25-34,Male,IT,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,Yes,1,43,No,Rarely,Always,Often,Sometimes,Yes,3,4,3,5,0,0,"Uses_MFA,Personal_Device_Use,Admin_Priv"
25-34,Female,IT,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,No,3,38,No,Never,Always,Rarely,Often,Yes,5,3,4,2,2-3,2,"Uses_MFA,Reports_Phishing,Admin_Priv"
45-54,Female,IT,Entry,1-3 yrs,On-site,Permanent,3-6 mo,No,3,80,Yes,Rarely,Always,Always,Sometimes,No,3,5,3,5,2-3,2,"Uses_MFA,Personal_Device_Use"
18-24,Male,IT,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,No,3,63,Yes,Often,Always,Never,Often,Yes,3,3,3,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Admin_Priv"
25-34,Male,HR,Entry,< 1 yr,Fully Remote,Permanent,3-6 mo,Yes,3,66,Yes,Often,Always,Often,Always,No,3,4,3,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Prefer not to say,Operations,Intermediate,5-10 yrs,On-site,Intern,6-12 mo,Yes,3,80,Yes,Sometimes,Always,Sometimes,Always,No,5,3,5,3,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Female,Sales,Manager,5-10 yrs,Fully Remote,Contractor,> 12 mo,No,3,57,No,Sometimes,Always,Often,Always,No,4,5,3,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,Other,Entry,1-3 yrs,On-site,Permanent,Never,Yes,4,46,No,Rarely,Sometimes,Sometimes,Rarely,No,3,3,3,5,2-3,2,"Uses_MFA,Personal_Device_Use"
18-24,Non-binary,R&D,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,No,3,69,Yes,Often,Always,Sometimes,Always,No,4,3,4,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Male,Marketing,Manager,> 10 yrs,Fully Remote,Permanent,3-6 mo,Yes,2,71,Yes,Often,Always,Often,Sometimes,No,5,3,5,1,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
25-34,Male,Operations,Director,> 10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,63,Yes,Always,Always,Sometimes,Always,No,4,4,4,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Sales,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,No,2,62,Yes,Sometimes,Never,Never,Always,No,4,1,4,2,0,0,"Reports_Phishing,Remote_Work"
35-44,Male,IT,Manager,3-5 yrs,Hybrid,Permanent,> 12 mo,No,3,47,No,Rarely,Sometimes,Never,Often,Yes,3,4,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Admin_Priv"
25-34,Male,Finance,Entry,1-3 yrs,On-site,Permanent,< 3 months,No,2,61,Yes,Often,Always,Always,Sometimes,Yes,3,3,4,4,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
55+,Male,R&D,Intermediate,3-5 yrs,On-site,Contractor,3-6 mo,Yes,4,79,Yes,Rarely,Always,Never,Always,No,3,1,3,2,0,0,"Uses_MFA,Reports_Phishing"
25-34,Male,R&D,Intermediate,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,59,No,Often,Always,Sometimes,Often,No,2,4,5,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
55+,Female,IT,Intermediate,1-3 yrs,Fully Remote,Permanent,Never,No,4,61,Yes,Rarely,Always,Never,Often,No,3,3,2,1,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
18-24,Male,Sales,Manager,5-10 yrs,On-site,Intern,> 12 mo,No,3,64,Yes,Rarely,Always,Rarely,Sometimes,No,5,5,4,2,1,1,Uses_MFA
25-34,Female,Operations,Entry,3-5 yrs,On-site,Permanent,> 12 mo,Yes,4,46,No,Sometimes,Always,Rarely,Sometimes,No,4,4,3,3,0,0,Uses_MFA
25-34,Female,R&D,Entry,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,5,70,Yes,Sometimes,Sometimes,Rarely,Rarely,No,3,2,4,4,2-3,2,Uses_MFA
45-54,Male,Finance,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,Yes,3,70,Yes,Often,Always,Always,Often,Yes,5,4,2,1,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work,Admin_Priv"
35-44,Female,Sales,Director,> 10 yrs,Hybrid,Permanent,3-6 mo,Yes,4,49,No,Sometimes,Sometimes,Always,Sometimes,No,3,2,3,4,0,0,"Uses_MFA,Personal_Device_Use"
45-54,Prefer not to say,R&D,Entry,< 1 yr,On-site,Permanent,6-12 mo,Yes,3,55,No,Often,Always,Often,Rarely,No,3,5,4,4,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Male,Finance,Entry,1-3 yrs,On-site,Permanent,< 3 months,Yes,3,69,Yes,Often,Sometimes,Often,Sometimes,No,4,3,3,1,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Operations,Director,3-5 yrs,Fully Remote,Permanent,< 3 months,No,3,71,Yes,Always,Always,Sometimes,Often,No,3,3,3,4,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Marketing,Manager,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,3,68,Yes,Never,Always,Sometimes,Always,No,4,4,3,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Female,Marketing,Entry,< 1 yr,Fully Remote,Permanent,< 3 months,No,2,67,Yes,Sometimes,Sometimes,Sometimes,Rarely,No,3,5,1,3,2-3,3,"Uses_MFA,Personal_Device_Use,Remote_Work"
35-44,Male,R&D,Manager,5-10 yrs,Hybrid,Permanent,3-6 mo,Yes,5,79,Yes,Sometimes,Always,Sometimes,Always,No,2,2,5,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Prefer not to say,Marketing,Intermediate,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,4,65,Yes,Often,Always,Never,Often,No,5,4,4,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Female,Sales,Executive,> 10 yrs,Hybrid,Permanent,< 3 months,No,3,68,Yes,Always,Always,Rarely,Sometimes,No,3,2,2,3,1,1,"Uses_MFA,Early_Password_Change"
18-24,Male,HR,Entry,1-3 yrs,Hybrid,Permanent,> 12 mo,Yes,5,86,Yes,Sometimes,Always,Often,Often,No,3,4,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,IT,Intermediate,< 1 yr,On-site,Permanent,6-12 mo,Yes,3,63,Yes,Often,Always,Rarely,Always,No,2,3,4,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,Finance,Manager,3-5 yrs,On-site,Permanent,< 3 months,No,3,65,Yes,Sometimes,Always,Rarely,Rarely,No,4,2,2,3,1,1,Uses_MFA
55+,Male,IT,Director,> 10 yrs,Hybrid,Permanent,3-6 mo,Yes,3,66,Yes,Sometimes,Always,Often,Often,No,5,4,4,4,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,R&D,Intermediate,1-3 yrs,Hybrid,Intern,< 3 months,Yes,3,54,No,Rarely,Always,Sometimes,Always,No,3,3,4,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,IT,Manager,1-3 yrs,Fully Remote,Permanent,> 12 mo,No,3,69,Yes,Sometimes,Always,Often,Sometimes,No,4,3,2,3,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
18-24,Female,HR,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,56,No,Sometimes,Always,Never,Always,No,4,4,4,3,0,0,"Uses_MFA,Reports_Phishing"
45-54,Male,Finance,Entry,< 1 yr,Hybrid,Permanent,> 12 mo,No,2,47,No,Often,Always,Rarely,Never,No,1,3,3,4,1,1,"Uses_MFA,Early_Password_Change"
25-34,Male,Finance,Entry,< 1 yr,On-site,Permanent,> 12 mo,Yes,3,84,Yes,Sometimes,Always,Sometimes,Rarely,Yes,5,5,5,2,0,0,"Uses_MFA,Personal_Device_Use,Admin_Priv"
45-54,Non-binary,Finance,Entry,< 1 yr,On-site,Permanent,> 12 mo,No,5,52,No,Often,Always,Often,Rarely,No,3,5,3,5,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Marketing,Manager,1-3 yrs,On-site,Contractor,3-6 mo,No,4,60,Yes,Sometimes,Always,Never,Often,No,5,4,3,5,1,1,"Uses_MFA,Reports_Phishing"
35-44,Female,Marketing,Entry,1-3 yrs,On-site,Permanent,> 12 mo,Yes,4,89,Yes,Sometimes,Always,Sometimes,Rarely,No,3,3,3,5,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,IT,Manager,5-10 yrs,On-site,Permanent,< 3 months,Yes,3,29,No,Often,Sometimes,Often,Never,No,2,3,5,3,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
